user_id,boarding_id,label
U1,367.0,0
U1,368.0,0
U1,369.0,0
U1,370.0,0
U1,371.0,0
U1,372.0,0
U1,373.0,0
U1,374.0,0
U1,375.0,0
U1,376.0,0
U1,377.0,0
U1,378.0,0
U1,379.0,0
U1,380.0,0
U1,381.0,0
U1,382.0,0
U1,383.0,0
U1,384.0,0
U1,385.0,0
U1,386.0,0
U1,387.0,1
U1,388.0,0
U1,389.0,0
U1,390.0,0
U1,391.0,0
U1,392.0,0
U1,393.0,0
U1,394.0,0
U1,395.0,0
U1,396.0,0
U1,397.0,0
U1,398.0,0
U1,399.0,0
U1,400.0,0
U1,401.0,0
U1,402.0,0
U1,403.0,0
U1,404.0,0
U1,405.0,0
U1,406.0,0
U1,407.0,0
U1,408.0,0
U1,409.0,0
U1,410.0,0
U1,411.0,0
U1,412.0,0
U1,413.0,0
U1,414.0,0
U1,415.0,0
U1,416.0,0
U1,417.0,0
U1,418.0,0
U1,419.0,0
U1,420.0,0
U1,421.0,0
U1,422.0,0
U1,423.0,0
U1,424.0,0
U1,425.0,0
U1,426.0,0
U1,427.0,0
U1,428.0,1
U1,429.0,0
U1,430.0,0
U1,431.0,0
U1,432.0,0
U1,433.0,0
U1,434.0,0
U1,435.0,0
U1,436.0,0
U1,437.0,0
U1,438.0,0
U1,439.0,1
U1,440.0,0
U1,441.0,0
U1,442.0,1
U1,443.0,0
U1,444.0,0
U1,445.0,0
U1,446.0,0
U1,447.0,0
U1,448.0,0
U1,449.0,0
U1,450.0,0
U1,451.0,0
U1,452.0,0
U1,453.0,0
U1,454.0,0
U1,455.0,0
U1,456.0,0
U1,457.0,0
U1,458.0,0
U1,459.0,0
U1,460.0,0
U1,461.0,0
U1,462.0,1
U1,463.0,0
U1,464.0,0
U1,465.0,0
U1,466.0,0
U1,467.0,0
U1,468.0,0
U1,469.0,0
U1,470.0,0
U1,471.0,0
U1,472.0,0
U1,473.0,0
U1,474.0,0
U1,475.0,0
U1,476.0,0
U1,477.0,0
U1,478.0,0
U1,479.0,0
U1,480.0,0
U1,481.0,0
U1,482.0,0
U1,483.0,0
U1,484.0,0
U1,485.0,0
U1,486.0,0
U1,487.0,0
U1,488.0,0
U1,489.0,0
U1,490.0,0
U1,491.0,0
U1,492.0,0
U1,493.0,0
U1,494.0,0
U1,495.0,0
U1,496.0,0
U1,497.0,0
U1,498.0,0
U1,499.0,0
U1,500.0,0
U2,1.0,0
U2,2.0,1
U2,3.0,0
U2,4.0,0
U2,5.0,0
U2,6.0,0
U2,7.0,1
U2,8.0,1
U2,9.0,0
U2,10.0,0
U2,11.0,0
U2,12.0,0
U2,13.0,0
U2,14.0,1
U2,15.0,0
U2,16.0,0
U2,17.0,0
U2,18.0,0
U2,19.0,0
U2,20.0,0
U2,21.0,1
U2,22.0,0
U2,23.0,0
U2,24.0,0
U2,25.0,0
U2,26.0,0
U2,27.0,0
U2,28.0,0
U2,29.0,0
U2,30.0,0
U2,31.0,0
U2,32.0,0
U2,33.0,0
U2,34.0,0
U2,35.0,1
U2,36.0,0
U2,37.0,0
U2,38.0,0
U2,39.0,0
U2,40.0,0
U2,41.0,0
U2,42.0,1
U2,43.0,1
U2,44.0,0
U2,45.0,0
U2,46.0,0
U2,47.0,0
U2,48.0,0
U2,49.0,0
U2,50.0,1
U2,51.0,0
U2,52.0,0
U2,53.0,0
U2,54.0,0
U2,55.0,0
U2,56.0,0
U2,57.0,0
U2,58.0,0
U2,59.0,0
U2,60.0,0
U2,61.0,0
U2,62.0,0
U2,63.0,0
U2,64.0,1
U2,65.0,1
U2,66.0,0
U2,67.0,0
U2,68.0,0
U2,69.0,0
U2,70.0,0
U2,71.0,0
U2,72.0,0
U2,73.0,0
U2,74.0,0
U2,75.0,0
U2,76.0,1
U2,77.0,0
U2,78.0,1
U2,79.0,0
U2,80.0,0
U2,81.0,0
U2,82.0,1
U2,83.0,0
U2,84.0,0
U2,85.0,0
U2,86.0,0
U2,87.0,0
U2,88.0,0
U2,89.0,1
U2,90.0,0
U2,91.0,0
U2,92.0,0
U2,93.0,0
U2,94.0,0
U2,95.0,0
U2,96.0,0
U2,97.0,0
U2,98.0,0
U2,99.0,1
U2,100.0,0
U2,101.0,0
U2,102.0,0
U2,103.0,0
U2,104.0,1
U2,105.0,0
U2,106.0,0
U2,107.0,0
U2,108.0,0
U2,109.0,1
U2,110.0,1
U2,111.0,1
U2,112.0,0
U2,113.0,1
U2,114.0,0
U2,115.0,0
U2,116.0,0
U2,117.0,0
U2,118.0,0
U2,119.0,0
U2,120.0,1
U2,121.0,0
U2,122.0,0
U2,123.0,0
U2,124.0,0
U2,125.0,1
U2,126.0,1
U2,127.0,0
U2,128.0,1
U2,129.0,1
U2,130.0,0
U2,131.0,0
U2,132.0,0
U2,133.0,0
U2,134.0,1
U2,135.0,1
U2,136.0,0
U2,137.0,1
U2,138.0,0
U2,139.0,0
U2,140.0,1
U2,141.0,1
U2,142.0,1
U2,143.0,0
U2,144.0,0
U2,145.0,1
U2,146.0,0
U2,147.0,0
U2,148.0,1
U2,149.0,1
U2,150.0,0
U2,151.0,0
U2,152.0,0
U2,153.0,0
U2,154.0,0
U2,155.0,0
U2,156.0,0
U2,157.0,0
U2,158.0,0
U2,159.0,0
U2,160.0,0
U2,161.0,1
U2,162.0,0
U2,163.0,0
U2,164.0,0
U2,165.0,0
U2,166.0,1
U2,167.0,0
U2,168.0,0
U2,169.0,0
U2,170.0,1
U2,171.0,0
U2,172.0,0
U2,173.0,0
U2,174.0,0
U2,175.0,1
U2,176.0,1
U2,177.0,0
U2,178.0,0
U2,179.0,0
U2,180.0,0
U2,181.0,0
U2,182.0,1
U2,183.0,1
U2,184.0,0
U2,185.0,0
U2,186.0,0
U2,187.0,0
U2,188.0,0
U2,189.0,0
U2,190.0,0
U2,191.0,1
U2,192.0,0
U2,193.0,1
U2,194.0,1
U2,195.0,1
U2,196.0,0
U2,197.0,0
U2,198.0,0
U2,199.0,0
U2,200.0,0
U2,201.0,0
U2,202.0,0
U2,203.0,0
U2,204.0,0
U2,205.0,0
U2,206.0,0
U2,207.0,0
U2,208.0,0
U2,209.0,1
U2,210.0,0
U2,211.0,0
U2,212.0,0
U2,213.0,1
U2,214.0,0
U2,215.0,1
U2,216.0,0
U2,217.0,0
U2,218.0,0
U2,219.0,0
U2,220.0,0
U2,221.0,0
U2,222.0,0
U2,223.0,0
U2,224.0,0
U2,225.0,0
U2,226.0,0
U2,227.0,1
U2,228.0,0
U2,229.0,0
U2,230.0,0
U2,231.0,1
U2,232.0,0
U2,233.0,0
U2,234.0,0
U2,235.0,0
U2,236.0,0
U2,237.0,0
U2,238.0,0
U2,239.0,0
U2,240.0,1
U2,241.0,1
U2,242.0,0
U2,243.0,1
U2,244.0,1
U2,245.0,0
U2,246.0,0
U2,247.0,1
U2,248.0,1
U2,249.0,0
U2,250.0,0
U2,251.0,1
U2,252.0,0
U2,253.0,1
U2,254.0,0
U2,255.0,0
U2,256.0,1
U2,257.0,1
U2,258.0,0
U2,259.0,0
U2,260.0,1
U2,261.0,0
U2,262.0,0
U2,263.0,0
U2,264.0,1
U2,265.0,0
U2,266.0,0
U2,267.0,1
U2,268.0,0
U2,269.0,0
U2,270.0,0
U2,271.0,1
U2,272.0,0
U2,273.0,0
U2,274.0,0
U2,275.0,0
U2,276.0,1
U2,277.0,0
U2,278.0,0
U2,279.0,0
U2,280.0,0
U2,281.0,0
U2,282.0,0
U2,283.0,1
U2,284.0,0
U2,285.0,0
U2,286.0,0
U2,287.0,1
U2,288.0,1
U2,289.0,0
U2,290.0,0
U2,291.0,1
U2,292.0,0
U2,293.0,0
U2,294.0,0
U2,295.0,0
U2,296.0,0
U2,297.0,0
U2,298.0,1
U2,299.0,0
U2,300.0,0
U2,301.0,0
U2,302.0,0
U2,303.0,1
U2,304.0,0
U2,305.0,0
U2,306.0,0
U2,307.0,1
U2,308.0,0
U2,309.0,0
U2,310.0,0
U2,311.0,0
U2,312.0,0
U2,313.0,0
U2,314.0,0
U2,315.0,0
U2,316.0,1
U2,317.0,1
U2,318.0,0
U2,319.0,0
U2,320.0,1
U2,321.0,0
U2,322.0,1
U2,323.0,1
U2,324.0,0
U2,325.0,0
U2,326.0,0
U2,327.0,0
U2,328.0,0
U2,329.0,1
U2,330.0,0
U2,331.0,0
U2,332.0,0
U2,333.0,1
U2,334.0,0
U2,335.0,1
U2,336.0,1
U2,337.0,0
U2,338.0,0
U2,339.0,0
U2,340.0,1
U2,341.0,0
U2,342.0,0
U2,343.0,0
U2,344.0,1
U2,345.0,0
U2,346.0,0
U2,347.0,0
U2,348.0,1
U2,349.0,0
U2,350.0,0
U2,351.0,0
U2,352.0,0
U2,353.0,0
U2,354.0,0
U2,355.0,0
U2,356.0,0
U2,357.0,0
U2,358.0,0
U2,359.0,0
U2,360.0,1
U2,361.0,0
U2,362.0,0
U2,363.0,1
U2,364.0,0
U2,365.0,0
U2,366.0,0
U2,367.0,0
U2,368.0,0
U2,369.0,0
U2,370.0,0
U2,371.0,0
U2,372.0,0
U2,373.0,0
U2,374.0,0
U2,375.0,0
U2,376.0,0
U2,377.0,0
U2,378.0,0
U2,379.0,0
U2,380.0,0
U2,381.0,1
U2,382.0,0
U2,383.0,0
U2,384.0,0
U2,385.0,0
U2,386.0,0
U2,387.0,1
U2,388.0,0
U2,389.0,0
U2,390.0,0
U2,391.0,0
U2,392.0,0
U2,393.0,0
U2,394.0,0
U2,395.0,1
U2,396.0,1
U2,397.0,0
U2,398.0,0
U2,399.0,0
U2,400.0,0
U2,401.0,0
U2,402.0,0
U2,403.0,0
U2,404.0,0
U2,405.0,1
U2,406.0,0
U2,407.0,0
U2,408.0,0
U2,409.0,0
U2,410.0,0
U2,411.0,0
U2,412.0,0
U2,413.0,0
U2,414.0,0
U2,415.0,0
U2,416.0,0
U2,417.0,0
U2,418.0,0
U2,419.0,0
U2,420.0,0
U2,421.0,0
U2,422.0,0
U2,423.0,0
U2,424.0,0
U2,425.0,0
U2,426.0,0
U2,427.0,1
U2,428.0,0
U2,429.0,0
U2,430.0,0
U2,431.0,0
U2,432.0,0
U2,433.0,0
U2,434.0,0
U2,435.0,0
U2,436.0,0
U2,437.0,0
U2,438.0,0
U2,439.0,1
U2,440.0,0
U2,441.0,0
U2,442.0,0
U2,443.0,0
U2,444.0,0
U2,445.0,0
U2,446.0,0
U2,447.0,0
U2,448.0,0
U2,449.0,0
U2,450.0,1
U2,451.0,0
U2,452.0,1
U2,453.0,1
U2,454.0,0
U2,455.0,1
U2,456.0,0
U2,457.0,0
U2,458.0,0
U2,459.0,0
U2,460.0,0
U2,461.0,0
U2,462.0,1
U2,463.0,0
U2,464.0,0
U2,465.0,0
U2,466.0,0
U2,467.0,0
U2,468.0,1
U2,469.0,0
U2,470.0,1
U2,471.0,0
U2,472.0,0
U2,473.0,0
U2,474.0,0
U2,475.0,0
U2,476.0,1
U2,477.0,1
U2,478.0,1
U2,479.0,0
U2,480.0,0
U2,481.0,0
U2,482.0,1
U2,483.0,0
U2,484.0,0
U2,485.0,0
U2,486.0,0
U2,487.0,0
U2,488.0,0
U2,489.0,1
U2,490.0,0
U2,491.0,0
U2,492.0,0
U2,493.0,0
U2,494.0,0
U2,495.0,0
U2,496.0,0
U2,497.0,0
U2,498.0,0
U2,499.0,1
U2,500.0,0
U3,1.0,1
U3,2.0,0
U3,3.0,0
U3,4.0,0
U3,5.0,0
U3,6.0,0
U3,7.0,0
U3,8.0,1
U3,9.0,0
U3,10.0,0
U3,11.0,0
U3,12.0,0
U3,13.0,0
U3,14.0,1
U3,15.0,0
U3,16.0,0
U3,17.0,0
U3,18.0,0
U3,19.0,0
U3,20.0,0
U3,21.0,0
U3,22.0,0
U3,23.0,0
U3,24.0,0
U3,25.0,0
U3,26.0,0
U3,27.0,0
U3,28.0,0
U3,29.0,1
U3,30.0,0
U3,31.0,0
U3,32.0,0
U3,33.0,0
U3,34.0,0
U3,35.0,0
U3,36.0,0
U3,37.0,0
U3,38.0,0
U3,39.0,0
U3,40.0,0
U3,41.0,0
U3,42.0,0
U3,43.0,0
U3,44.0,0
U3,45.0,0
U3,46.0,0
U3,47.0,0
U3,48.0,0
U3,49.0,0
U3,50.0,1
U3,51.0,0
U3,52.0,0
U3,53.0,0
U3,54.0,0
U3,55.0,0
U3,56.0,0
U3,57.0,0
U3,58.0,0
U3,59.0,0
U3,60.0,0
U3,61.0,0
U3,62.0,0
U3,63.0,0
U3,64.0,1
U3,65.0,1
U3,66.0,0
U3,67.0,0
U3,68.0,0
U3,69.0,0
U3,70.0,0
U3,71.0,1
U3,72.0,0
U3,73.0,0
U3,74.0,0
U3,75.0,0
U3,76.0,1
U3,77.0,0
U3,78.0,0
U3,79.0,0
U3,80.0,0
U3,81.0,0
U3,82.0,1
U3,83.0,0
U3,84.0,0
U3,85.0,0
U3,86.0,0
U3,87.0,0
U3,88.0,0
U3,89.0,1
U3,90.0,0
U3,91.0,1
U3,92.0,0
U3,93.0,0
U3,94.0,0
U3,95.0,0
U3,96.0,0
U3,97.0,0
U3,98.0,0
U3,99.0,1
U3,100.0,0
U3,101.0,0
U3,102.0,0
U3,103.0,0
U3,104.0,0
U3,105.0,0
U3,106.0,0
U3,107.0,0
U3,108.0,0
U3,109.0,1
U3,110.0,1
U3,111.0,1
U3,112.0,0
U3,113.0,0
U3,114.0,0
U3,115.0,0
U3,116.0,0
U3,117.0,0
U3,118.0,0
U3,119.0,0
U3,120.0,0
U3,121.0,0
U3,122.0,0
U3,123.0,0
U3,124.0,0
U3,125.0,1
U3,126.0,1
U3,127.0,0
U3,128.0,1
U3,129.0,1
U3,130.0,0
U3,131.0,0
U3,132.0,0
U3,133.0,0
U3,134.0,1
U3,135.0,1
U3,136.0,0
U3,137.0,0
U3,138.0,0
U3,139.0,0
U3,140.0,0
U3,141.0,1
U3,142.0,1
U3,143.0,0
U3,144.0,0
U3,145.0,1
U3,146.0,0
U3,147.0,0
U3,148.0,1
U3,149.0,0
U3,150.0,0
U3,151.0,0
U3,152.0,0
U3,153.0,0
U3,154.0,0
U3,155.0,0
U3,156.0,0
U3,157.0,0
U3,158.0,0
U3,159.0,0
U3,160.0,0
U3,161.0,0
U3,162.0,0
U3,163.0,0
U3,164.0,0
U3,165.0,0
U3,166.0,1
U3,167.0,0
U3,168.0,0
U3,169.0,0
U3,170.0,0
U3,171.0,0
U3,172.0,0
U3,173.0,0
U3,174.0,0
U3,175.0,0
U3,176.0,0
U3,177.0,0
U3,178.0,0
U3,179.0,0
U3,180.0,0
U3,181.0,0
U3,182.0,1
U3,183.0,1
U3,184.0,0
U3,185.0,0
U3,186.0,0
U3,187.0,0
U3,188.0,0
U3,189.0,0
U3,190.0,0
U3,191.0,1
U3,192.0,0
U3,193.0,1
U3,194.0,1
U3,195.0,0
U3,196.0,0
U3,197.0,0
U3,198.0,0
U3,199.0,0
U3,200.0,0
U3,201.0,0
U3,202.0,0
U3,203.0,0
U3,204.0,0
U3,205.0,0
U3,206.0,0
U3,207.0,0
U3,208.0,0
U3,209.0,1
U3,210.0,0
U3,211.0,0
U3,212.0,0
U3,213.0,1
U3,214.0,0
U3,215.0,1
U3,216.0,0
U3,217.0,0
U3,218.0,0
U3,219.0,0
U3,220.0,0
U3,221.0,0
U3,222.0,0
U3,223.0,0
U3,224.0,0
U3,225.0,0
U3,226.0,0
U3,227.0,0
U3,228.0,0
U3,229.0,0
U3,230.0,0
U3,231.0,1
U3,232.0,0
U3,233.0,0
U3,234.0,0
U3,235.0,0
U3,236.0,0
U3,237.0,0
U3,238.0,0
U3,239.0,0
U3,240.0,0
U3,241.0,0
U3,242.0,0
U3,243.0,0
U3,244.0,1
U3,245.0,0
U3,246.0,0
U3,247.0,1
U3,248.0,1
U3,249.0,0
U3,250.0,0
U3,251.0,1
U3,252.0,0
U3,253.0,1
U3,254.0,0
U3,255.0,0
U3,256.0,1
U3,257.0,1
U3,258.0,0
U3,259.0,0
U3,260.0,1
U3,261.0,0
U3,262.0,0
U3,263.0,0
U3,264.0,0
U3,265.0,0
U3,266.0,0
U3,267.0,1
U3,268.0,1
U3,269.0,0
U3,270.0,0
U3,271.0,1
U3,272.0,0
U3,273.0,0
U3,274.0,0
U3,275.0,0
U3,276.0,0
U3,277.0,0
U3,278.0,0
U3,279.0,0
U3,280.0,0
U3,281.0,0
U3,282.0,0
U3,283.0,1
U3,284.0,0
U3,285.0,0
U3,286.0,0
U3,287.0,0
U3,288.0,0
U3,289.0,0
U3,290.0,0
U3,291.0,0
U3,292.0,0
U3,293.0,0
U3,294.0,0
U3,295.0,0
U3,296.0,0
U3,297.0,0
U3,298.0,1
U3,299.0,0
U3,300.0,0
U3,301.0,0
U3,302.0,0
U3,303.0,1
U3,304.0,0
U3,305.0,0
U3,306.0,0
U3,307.0,1
U3,308.0,0
U3,309.0,0
U3,310.0,0
U3,311.0,0
U3,312.0,0
U3,313.0,0
U3,314.0,0
U3,315.0,0
U3,316.0,0
U3,317.0,0
U3,318.0,0
U3,319.0,0
U3,320.0,1
U3,321.0,0
U3,322.0,0
U3,323.0,0
U3,324.0,0
U3,325.0,0
U3,326.0,1
U3,327.0,0
U3,328.0,0
U3,329.0,1
U3,330.0,1
U3,331.0,1
U3,332.0,0
U3,333.0,0
U3,334.0,0
U3,335.0,1
U3,336.0,0
U3,337.0,0
U3,338.0,0
U3,339.0,0
U3,340.0,1
U3,341.0,0
U3,342.0,0
U3,343.0,0
U3,344.0,1
U3,345.0,0
U3,346.0,0
U3,347.0,0
U3,348.0,0
U3,349.0,0
U3,350.0,0
U3,351.0,0
U3,352.0,0
U3,353.0,0
U3,354.0,0
U3,355.0,0
U3,356.0,0
U3,357.0,0
U3,358.0,0
U3,359.0,0
U3,360.0,1
U3,361.0,0
U3,362.0,0
U3,363.0,1
U3,364.0,0
U3,365.0,0
U3,366.0,0
U3,367.0,0
U3,368.0,0
U3,369.0,0
U3,370.0,0
U3,371.0,0
U3,372.0,0
U3,373.0,0
U3,374.0,0
U3,375.0,0
U3,376.0,0
U3,377.0,0
U3,378.0,0
U3,379.0,0
U3,380.0,0
U3,381.0,0
U3,382.0,0
U3,383.0,0
U3,384.0,0
U3,385.0,0
U3,386.0,0
U3,387.0,1
U3,388.0,0
U3,389.0,0
U3,390.0,1
U3,391.0,0
U3,392.0,0
U3,393.0,0
U3,394.0,0
U3,395.0,1
U3,396.0,1
U3,397.0,0
U3,398.0,0
U3,399.0,0
U3,400.0,0
U3,401.0,0
U3,402.0,0
U3,403.0,0
U3,404.0,0
U3,405.0,1
U3,406.0,0
U3,407.0,0
U3,408.0,0
U3,409.0,0
U3,410.0,0
U3,411.0,0
U3,412.0,0
U3,413.0,0
U3,414.0,0
U3,415.0,0
U3,416.0,0
U3,417.0,0
U3,418.0,0
U3,419.0,0
U3,420.0,0
U3,421.0,0
U3,422.0,0
U3,423.0,0
U3,424.0,0
U3,425.0,0
U3,426.0,0
U3,427.0,1
U3,428.0,0
U3,429.0,0
U3,430.0,0
U3,431.0,0
U3,432.0,0
U3,433.0,0
U3,434.0,0
U3,435.0,0
U3,436.0,0
U3,437.0,0
U3,438.0,0
U3,439.0,1
U3,440.0,0
U3,441.0,0
U3,442.0,0
U3,443.0,0
U3,444.0,0
U3,445.0,0
U3,446.0,0
U3,447.0,0
U3,448.0,1
U3,449.0,0
U3,450.0,1
U3,451.0,0
U3,452.0,1
U3,453.0,1
U3,454.0,0
U3,455.0,0
U3,456.0,0
U3,457.0,0
U3,458.0,0
U3,459.0,0
U3,460.0,0
U3,461.0,0
U3,462.0,1
U3,463.0,0
U3,464.0,0
U3,465.0,0
U3,466.0,0
U3,467.0,0
U3,468.0,1
U3,469.0,0
U3,470.0,0
U3,471.0,0
U3,472.0,0
U3,473.0,0
U3,474.0,0
U3,475.0,0
U3,476.0,1
U3,477.0,1
U3,478.0,1
U3,479.0,0
U3,480.0,0
U3,481.0,0
U3,482.0,1
U3,483.0,0
U3,484.0,0
U3,485.0,0
U3,486.0,0
U3,487.0,0
U3,488.0,0
U3,489.0,0
U3,490.0,0
U3,491.0,0
U3,492.0,0
U3,493.0,0
U3,494.0,0
U3,495.0,0
U3,496.0,0
U3,497.0,0
U3,498.0,0
U3,499.0,0
U3,500.0,0
U4,1.0,1
U4,2.0,1
U4,3.0,0
U4,4.0,0
U4,5.0,0
U4,6.0,0
U4,7.0,1
U4,8.0,1
U4,9.0,0
U4,10.0,0
U4,11.0,0
U4,12.0,0
U4,13.0,0
U4,14.0,0
U4,15.0,0
U4,16.0,0
U4,17.0,1
U4,18.0,0
U4,19.0,0
U4,20.0,0
U4,21.0,1
U4,22.0,0
U4,23.0,0
U4,24.0,0
U4,25.0,0
U4,26.0,0
U4,27.0,0
U4,28.0,0
U4,29.0,1
U4,30.0,0
U4,31.0,0
U4,32.0,0
U4,33.0,1
U4,34.0,0
U4,35.0,1
U4,36.0,0
U4,37.0,0
U4,38.0,0
U4,39.0,0
U4,40.0,0
U4,41.0,0
U4,42.0,1
U4,43.0,1
U4,44.0,1
U4,45.0,0
U4,46.0,1
U4,47.0,0
U4,48.0,0
U4,49.0,0
U4,50.0,1
U4,51.0,0
U4,52.0,0
